Produto;Espécie;Região;Mercado;Semana;Data;Mínima;Máxima;Freq 
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;16-01-2012;0.11;0.14;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;23-01-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;23-01-2012;0.25;0.28;0.26
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;13-02-2012;0.15;0.18;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;20-02-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;20-02-2012;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;20-02-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;27-02-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;27-02-2012;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;19-03-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;26-03-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;26-03-2012;0.29;0.32;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;26-03-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;02-04-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;02-04-2012;0.29;0.32;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;09-04-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;16-04-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;16-04-2012;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;16-04-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;23-04-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;23-04-2012;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;07-05-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;14-05-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;14-05-2012;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;22;28-05-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;04-06-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;04-06-2012;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;18-06-2012;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;25-06-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;25-06-2012;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;09-07-2012;0.17;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;16-07-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;16-07-2012;0.3;0.34;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;30-07-2012;0.17;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;06-08-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;06-08-2012;0.3;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;03-09-2012;0.17;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;10-09-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;10-09-2012;0.28;0.3;0.28
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;10-09-2012;0.18;0.22;0.19
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;24-09-2012;0.18;0.22;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;01-10-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;01-10-2012;0.28;0.3;0.28
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;01-10-2012;0.18;0.22;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;08-10-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;08-10-2012;0.3;0.32;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;05-11-2012;0.22;0.25;0.24
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;12-11-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;12-11-2012;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;26-11-2012;0.22;0.25;0.24
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;03-12-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;03-12-2012;0.32;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;03-12-2012;0.22;0.25;0.24
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;10-12-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;10-12-2012;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;17-12-2012;0.22;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;24-12-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;24-12-2012;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;24-12-2012;0.22;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;31-12-2012;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;31-12-2012;0.33;0.34;0.33
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;14-01-2013;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;14-01-2013;0.33;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;14-01-2013;0.2;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;21-01-2013;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;21-01-2013;0.33;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;18-02-2013;0.22;0.25;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;25-02-2013;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;25-02-2013;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;25-02-2013;0.21;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;04-03-2013;1.6;1.7;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;04-03-2013;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;18-03-2013;0.21;0.25;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;25-03-2013;1.6;1.75;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;25-03-2013;0.33;0.36;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;25-03-2013;0.21;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;01-04-2013;1.6;1.75;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;01-04-2013;0.33;0.36;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;29-04-2013;0.2;0.22;0.21
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;06-05-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;06-05-2013;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;06-05-2013;0.2;0.22;0.21
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;10-06-2013;0.19;0.24;0.23
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;17-06-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;17-06-2013;0.33;0.34;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;17-06-2013;0.19;0.23;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;24-06-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;24-06-2013;0.33;0.34;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;15-07-2013;0.19;0.23;0.21
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;22-07-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;22-07-2013;0.3;0.33;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;22-07-2013;0.19;0.23;0.21
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;29-07-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;29-07-2013;0.3;0.33;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;29-07-2013;0.18;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;05-08-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;05-08-2013;0.3;0.33;0.33
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;19-08-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;19-08-2013;0.28;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;19-08-2013;0.18;0.22;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;26-08-2013;1.6;1.8;1.67
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;26-08-2013;0.28;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;26-08-2013;0.17;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;02-09-2013;1.9;1.9;1.9
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;02-09-2013;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;02-09-2013;0.18;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;09-09-2013;1.9;1.9;1.9
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;09-09-2013;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;16-09-2013;0.18;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;23-09-2013;1.9;1.9;1.9
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;23-09-2013;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;23-09-2013;0.18;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;30-09-2013;1.8;1.85;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;30-09-2013;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;07-10-2013;0.17;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;14-10-2013;1.8;1.85;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;14-10-2013;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;14-10-2013;0.17;0.2;0.18
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;21-10-2013;1.8;1.95;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;21-10-2013;0.3;0.33;0.32
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;04-11-2013;1.8;1.95;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;04-11-2013;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;04-11-2013;0.18;0.2;0.19
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;11-11-2013;1.8;1.95;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;11-11-2013;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;25-11-2013;0.19;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;02-12-2013;1.8;1.95;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;02-12-2013;0.3;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;02-12-2013;0.19;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;09-12-2013;1.8;1.95;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;09-12-2013;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;16-12-2013;0.18;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2013;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2013;0.3;0.35;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;23-12-2013;0.18;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;30-12-2013;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;30-12-2013;0.3;0.35;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;13-01-2014;0.18;0.23;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;20-01-2014;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;20-01-2014;0.3;0.36;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;03-02-2014;0.18;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2014;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2014;0.3;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;10-02-2014;0.18;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;17-02-2014;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;17-02-2014;0.3;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;03-03-2014;0.18;0.21;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;10-03-2014;2.0;2.3;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;10-03-2014;0.34;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;10-03-2014;0.19;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;17-03-2014;2.0;2.3;2.0
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;24-03-2014;0.19;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;31-03-2014;2.0;2.3;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;31-03-2014;0.34;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;31-03-2014;0.19;0.22;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;07-04-2014;2.2;2.5;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;15;07-04-2014;0.34;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;21-04-2014;0.18;0.21;0.2
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;28-04-2014;2.2;2.5;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;28-04-2014;0.34;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;12-05-2014;0.18;0.22;0.21
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;19-05-2014;2.2;2.5;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;19-05-2014;0.33;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;02-06-2014;0.17;0.22;0.21
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;09-06-2014;0.33;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;09-06-2014;0.17;0.22;0.21
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;16-06-2014;0.33;0.4;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;07-07-2014;0.16;0.22;0.21
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;14-07-2014;0.3;0.37;0.36
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;14-07-2014;0.16;0.22;0.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;21-07-2014;0.3;0.36;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;28-07-2014;0.15;0.21;0.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;04-08-2014;0.3;0.36;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;04-08-2014;0.14;0.2;0.18
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;33;11-08-2014;0.3;0.36;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;25-08-2014;0.14;0.2;0.15
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;01-09-2014;0.3;0.36;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;15-09-2014;0.14;0.2;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;22-09-2014;2.0;2.3;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;22-09-2014;0.3;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;22-09-2014;0.12;0.18;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;29-09-2014;2.0;2.3;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;29-09-2014;0.3;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;06-10-2014;0.12;0.15;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;13-10-2014;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;13-10-2014;0.3;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;13-10-2014;0.12;0.15;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;20-10-2014;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;20-10-2014;0.3;0.33;0.3
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;27-10-2014;0.12;0.16;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;03-11-2014;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;03-11-2014;0.28;0.33;0.3
